678,0,360,62,77,234,,
679,0,356,62,72,232,,
680,0,344,34,82,265,,
681,0,332,49,84,248,,
682,0,316,39,93,258,,
683,0,317,40,90,250,,
684,0,300,42,100,255,,
685,0,294,42,100,256,,
686,0,289,47,97,252,,
687,0,280,35,94,260,,
688,0,278,55,76,232,,
689,0,271,56,62,218,,
690,0,258,56,69,226,,
691,0,252,52,68,213,,
692,0,239,40,77,241,,
693,0,227,28,83,248,,
694,0,216,32,89,246,,
695,0,200,26,107,257,,
696,0,199,31,103,251,,
697,0,188,32,103,255,,
698,0,180,38,100,247,,
699,0,176,37,89,242,,
700,0,176,41,82,236,,
701,0,169,35,78,233,,
702,0,165,33,74,239,,
703,0,158,41,71,233,,
704,4.1,145,40,73,236,,
705,0,136,33,83,242,,
706,0,125,29,90,248,,
707,0,113,28,95,250,,
708,0,112,28,89,255,,
709,0,110,33,82,239,,
710,0,104,44,78,223,,
711,5.1,99,37,74,231,,
712,5.3,92,33,74,234,,
713,5.3,88,28,75,235,,
714,5.4,77,23,83,247,,
715,5.4,69,23,88,250,,
716,5.4,58,23,96,250,,
717,5.4,57,23,93,251,,
718,5.5,55,29,90,241,,
719,5.5,50,26,89,252,,
720,5.5,48,22,88,252,,
721,5.5,46,24,81,247,,
722,5.6,47,20,80,246,,
723,5.5,48,20,74,244,,
724,5.5,49,26,72,239,,
725,5.5,46,23,75,239,,
726,5.5,47,15,77,249,,
727,5.6,54,26,74,232,,
728,5.4,50,13,82,252,,
729,5.4,55,21,83,242,,
730,5.4,52,24,89,237,,
731,5.4,56,24,88,240,,
732,5.4,61,24,84,237,,
733,5.4,61,20,91,241,,
734,5.3,61,21,91,243,,
735,5.3,63,22,91,242,,
736,5.3,66,21,91,237,,
737,5.1,69,24,89,239,,
738,0,71,22,90,236,,
739,5.1,75,21,91,246,,
740,5.3,80,23,90,240,,
741,5.2,83,21,91,248,,
742,5.3,87,21,93,248,,
743,5.1,88,19,99,250,,
744,5.1,92,20,98,247,,
745,5.1,95,19,99,248,,
746,5.1,101,19,98,251,,
747,5.1,107,20,92,254,,
748,5,113,20,87,256,,
749,5.1,119,21,82,249,,
750,5,121,20,84,248,,
751,5,125,20,86,250,,
752,5,128,23,87,251,,
753,4.9,129,24,91,255,,
754,5,133,15,96,267,,
755,4.8,141,20,91,251,,
756,4.9,150,26,81,244,,
757,5.1,155,22,85,252,,
758,5.1,157,20,87,257,,
759,5.1,162,20,84,257,,
760,5.1,165,19,85,258,,
761,5.1,165,15,89,267,,
762,5.2,168,16,91,269,,
763,5.2,170,15,98,270,,
764,5.3,176,24,95,260,,
765,5.3,179,25,93,255,,
766,5.3,181,22,98,258,,
767,5.3,186,20,102,265,,
768,5.3,190,22,103,265,,
769,5.3,193,24,100,255,,
770,5.3,196,25,99,256,,
771,5.3,198,24,97,257,,
772,5.3,201,25,96,258,,
773,5.3,205,24,95,257,,
774,5.3,208,26,91,253,,
775,5.3,210,29,87,247,,
776,5.3,212,29,86,244,,
777,5.3,212,29,86,242,,
778,5.3,212,28,87,252,,
779,5.3,212,27,86,253,,
780,5.3,212,29,84,248,,
781,5.3,211,31,86,249,,
782,5.3,209,28,87,254,,
783,5.3,209,26,87,254,,
784,5.3,208,27,86,247,,
785,5.3,205,25,92,251,,
786,5.3,205,26,91,251,,
787,5.3,205,23,92,254,,
788,5.3,204,23,93,256,,
789,5.3,204,24,93,259,,
790,5.3,204,23,94,261,,
791,5.3,207,23,93,264,,
792,5.3,209,22,93,267,,
793,5.3,210,22,94,267,,
794,5.3,213,23,92,265,,
795,5.3,215,27,91,257,,
796,5.3,216,27,92,253,,
797,5.3,217,28,92,250,,
798,5.3,217,27,93,249,,
799,5.3,218,27,93,251,,
800,5.3,218,26,95,253,,
801,5.3,218,27,94,254,,
802,5.3,217,28,96,250,,
803,5.4,217,26,97,256,,
804,5.3,219,24,95,258,,
805,5.3,218,25,96,254,,
806,5.3,219,24,96,257,,
807,5.3,218,24,95,255,,
808,5.3,219,27,94,250,,
809,5.3,217,26,94,251,,
810,5.3,217,25,95,251,,
811,5.4,217,24,95,255,,
812,5.3,216,24,96,257,,
813,5.3,217,27,93,248,,
814,5.3,216,22,95,262,,
815,5.3,216,23,96,259,,
816,5.3,217,24,94,256,,
817,5.3,216,23,95,258,,
818,5.3,216,24,93,255,,
819,5.3,216,23,95,260,,
820,5.3,217,24,93,258,,
821,5.3,217,25,94,257,,
822,5.3,216,24,93,258,,
823,5.3,216,25,95,256,,
824,5.3,217,27,92,255,,
825,5.3,216,25,94,257,,
826,5.3,217,27,92,256,,
827,5.3,216,26,92,256,,
828,5.3,216,26,93,255,,
829,5.3,216,25,94,257,,
